scenario_id,cohort,nature,arm,participants,assets,requested_notional,crossed_notional,cross_rate,residual_notional,dust_residual_notional,external_order_count,external_notional_executed,unfilled_notional,deferred_notional,cancelled_notional,est_external_cost_usd,est_external_cost_bps,provider_fee_usd,cost_extrapolated_orders,bilateral_crossed_notional,venue0_crossed_notional,multi_party_uplift,multi_party_uplift_pct,complementarity,solver_latency_ms,reference_matcher_parity,allocation_error_before_bps,allocation_error_after_bps,status,residual_decisions
"RANDOM_INDEPENDENT-000","RANDOM_INDEPENDENT","natural/randomized","MARKET_ONLY",7,9,85251.313621,0,0,85251.313621,0,39,85251.313621,0,0,0,93.72050868919462,11,0,1,22269.56,27325.779973999997,5056.219973999996,0.2270462449190732,0.42667508760873596,0,"n/a",7058,"","MARKET_ONLY","MARKET:39"
"RANDOM_INDEPENDENT-000","RANDOM_INDEPENDENT","natural/randomized","BILATERAL_ONLY",7,9,85251.313621,22269.56,0.2612224850751664,62981.75362100001,0.0536390000000746,27,62981.69998199999,0,0,0,79.85080302798077,13,0,1,22269.56,27325.779973999997,5056.219973999996,0.2270462449190732,0.42667508760873596,2.55,"n/a",7058,5214,"CROSSED_BILATERAL","MARKET:27"
"RANDOM_INDEPENDENT-000","RANDOM_INDEPENDENT","natural/randomized","VENUE0_CROSSING",7,9,85251.313621,27325.779973999997,0.3205320693999116,57925.53364700001,0.06062100000047721,26,57925.473026,0,0,0,71.56745874606355,12,0,0,22269.56,27325.779973999997,5056.219973999996,0.2270462449190732,0.42667508760873596,5,"LP_PASS",7058,4795,"PARTIAL_CROSS","MARKET:26"
"RANDOM_INDEPENDENT-000","RANDOM_INDEPENDENT","natural/randomized","VENUE0_FULL",7,9,85251.313621,27325.779973999997,0.3205320693999116,57925.53364700001,0.06062100000047721,25,57921.579491000004,0,3.893535,0,39.28992969846604,7,25.66102567098837,0,22269.56,27325.779973999997,5056.219973999996,0.2270462449190732,0.42667508760873596,5,"LP_PASS",7058,4795,"PARTIAL_CROSS","LIMIT:12 AGGREGATE:1 EXECUTE_NOW:13"
"RANDOM_INDEPENDENT-001","RANDOM_INDEPENDENT","natural/randomized","MARKET_ONLY",4,8,189130.753398,0,0,189130.753398,0,23,189130.753398,0,0,0,202.67179922665565,11,0,8,54827.84,69218.819984,14390.979984000005,0.2624757784366484,0.5076375516358266,0,"n/a",9225,"","MARKET_ONLY","MARKET:23"
"RANDOM_INDEPENDENT-001","RANDOM_INDEPENDENT","natural/randomized","BILATERAL_ONLY",4,8,189130.753398,54827.84,0.2898938380720255,134302.913398,0.043174999999408215,16,134302.870223,0,0,0,139.56181751041314,10,0,6,54827.84,69218.819984,14390.979984000005,0.2624757784366484,0.5076375516358266,1.07,"n/a",9225,6550,"CROSSED_BILATERAL","MARKET:16"
"RANDOM_INDEPENDENT-001","RANDOM_INDEPENDENT","natural/randomized","VENUE0_CROSSING",4,8,189130.753398,69218.819984,0.36598394888396807,119911.93341399998,0.048357000000478934,15,119911.88505699999,0,0,0,114.77207353050889,10,0,6,54827.84,69218.819984,14390.979984000005,0.2624757784366484,0.5076375516358266,1,"EXACT_PASS",9225,5849,"PARTIAL_CROSS","MARKET:15"
"RANDOM_INDEPENDENT-001","RANDOM_INDEPENDENT","natural/randomized","VENUE0_FULL",4,8,189130.753398,69218.819984,0.36598394888396807,119911.93341399998,0.048357000000478934,15,119911.88505699999,0,0,0,75.65659861612043,6,26.42337921621189,6,54827.84,69218.819984,14390.979984000005,0.2624757784366484,0.5076375516358266,1,"EXACT_PASS",9225,5849,"PARTIAL_CROSS","EXECUTE_NOW:10 LIMIT:5"
"RANDOM_INDEPENDENT-002","RANDOM_INDEPENDENT","natural/randomized","MARKET_ONLY",10,9,343525.3660409998,0,0,343525.3660409998,0,57,343525.3660409998,0,0,0,353.8387612044553,10,0,15,90884.23999999998,134893.67996099996,44009.43996099998,0.4842362103814698,0.4415419996784076,0,"n/a",8670,"","MARKET_ONLY","MARKET:57"
"RANDOM_INDEPENDENT-002","RANDOM_INDEPENDENT","natural/randomized","BILATERAL_ONLY",10,9,343525.3660409998,90884.23999999998,0.2645634034173561,252641.12604100004,0.10247399999979834,39,252641.02356700003,0,0,0,245.1087696616364,10,0,11,90884.23999999998,134893.67996099996,44009.43996099998,0.4842362103814698,0.4415419996784076,1.94,"n/a",8670,6376,"CROSSED_BILATERAL","MARKET:39"
"RANDOM_INDEPENDENT-002","RANDOM_INDEPENDENT","natural/randomized","VENUE0_CROSSING",10,9,343525.3660409998,134893.67996099996,0.39267458329380067,208631.68607999996,0.13722000000178003,34,208631.54886,0,0,0,162.37108412687215,8,0,11,90884.23999999998,134893.67996099996,44009.43996099998,0.4842362103814698,0.4415419996784076,5,"LP_PASS",8670,5265,"PARTIAL_CROSS","MARKET:34"
"RANDOM_INDEPENDENT-002","RANDOM_INDEPENDENT","natural/randomized","VENUE0_FULL",10,9,343525.3660409998,134893.67996099996,0.39267458329380067,208631.68607999996,0.13722000000178003,34,208631.54886,0,0,0,96.28754394830857,5,52.51745905222104,11,90884.23999999998,134893.67996099996,44009.43996099998,0.4842362103814698,0.4415419996784076,5,"LP_PASS",8670,5265,"PARTIAL_CROSS","EXECUTE_NOW:22 LIMIT:12"
"RANDOM_INDEPENDENT-003","RANDOM_INDEPENDENT","natural/randomized","MARKET_ONLY",3,9,178942.68466199999,0,0,178942.68466199999,0,17,178942.68466199999,0,0,0,191.30958024456282,11,0,8,5951.8,5951.799996,-0.000004000000444648322,-6.720656683101451e-10,0.03831720243245045,0,"n/a",7679,"","MARKET_ONLY","MARKET:17"
"RANDOM_INDEPENDENT-003","RANDOM_INDEPENDENT","natural/randomized","BILATERAL_ONLY",3,9,178942.68466199999,5951.8,0.03326092939335405,172990.884662,0.009421999999858599,16,172990.87524,0,0,0,182.55244981713423,11,0,8,5951.8,5951.799996,-0.000004000000444648322,-6.720656683101451e-10,0.03831720243245045,0.59,"n/a",7679,7424,"CROSSED_BILATERAL","MARKET:16"
"RANDOM_INDEPENDENT-003","RANDOM_INDEPENDENT","natural/randomized","VENUE0_CROSSING",3,9,178942.68466199999,5951.799996,0.033260929371000524,172990.884666,0.009422999999969761,16,172990.875243,0,0,0,182.55244982099424,11,0,8,5951.8,5951.799996,-0.000004000000444648322,-6.720656683101451e-10,0.03831720243245045,1,"EXACT_PASS",7679,7424,"PARTIAL_CROSS","MARKET:16"
"RANDOM_INDEPENDENT-003","RANDOM_INDEPENDENT","natural/randomized","VENUE0_FULL",3,9,178942.68466199999,5951.799996,0.033260929371000524,172990.884666,0.009422999999969761,16,172990.875243,0,0,0,137.4582261617793,8,62.21106518895981,8,5951.8,5951.799996,-0.000004000000444648322,-6.720656683101451e-10,0.03831720243245045,1,"EXACT_PASS",7679,7424,"PARTIAL_CROSS","EXECUTE_NOW:9 LIMIT:7"
"RANDOM_INDEPENDENT-004","RANDOM_INDEPENDENT","natural/randomized","MARKET_ONLY",5,9,51629.25920099999,0,0,51629.25920099999,0,31,51629.25920099999,0,0,0,75.02278259189706,15,0,1,4781.04,7386.479980000001,2605.439980000001,0.5449525584391682,0.14957076974388256,0,"n/a",8164,"","MARKET_ONLY","MARKET:31"
"RANDOM_INDEPENDENT-004","RANDOM_INDEPENDENT","natural/randomized","BILATERAL_ONLY",5,9,51629.25920099999,4781.04,0.09260330428888659,46848.21920099999,0.043328000000021794,23,46848.175873,0,0,0,72.19578165990261,15,0,1,4781.04,7386.479980000001,2605.439980000001,0.5449525584391682,0.14957076974388256,0.97,"n/a",8164,7408,"CROSSED_BILATERAL","MARKET:23"
"RANDOM_INDEPENDENT-004","RANDOM_INDEPENDENT","natural/randomized","VENUE0_CROSSING",5,9,51629.25920099999,7386.479980000001,0.14306771188103615,44242.779221,0.04889000000016408,20,44242.730331,0,0,0,69.91480188983434,16,0,1,4781.04,7386.479980000001,2605.439980000001,0.5449525584391682,0.14957076974388256,1,"EXACT_PASS",8164,6997,"PARTIAL_CROSS","MARKET:20"
"RANDOM_INDEPENDENT-004","RANDOM_INDEPENDENT","natural/randomized","VENUE0_FULL",5,9,51629.25920099999,7386.479980000001,0.14306771188103615,44242.779221,0.04889000000016408,20,44242.730331,0,0,0,39.243783305492926,9,29.40868117140591,1,4781.04,7386.479980000001,2605.439980000001,0.5449525584391682,0.14957076974388256,1,"EXACT_PASS",8164,6997,"PARTIAL_CROSS","EXECUTE_NOW:14 LIMIT:6"
"RANDOM_INDEPENDENT-005","RANDOM_INDEPENDENT","natural/randomized","MARKET_ONLY",6,9,167964.65288100002,0,0,167964.65288100002,0,33,167964.65288100002,0,0,0,119.20055706141373,7,0,3,4602.84,7995.139986,3392.299986,0.7370015003780275,0.18404769347454117,0,"n/a",8737,"","MARKET_ONLY","MARKET:33"
"RANDOM_INDEPENDENT-005","RANDOM_INDEPENDENT","natural/randomized","BILATERAL_ONLY",6,9,167964.65288100002,4602.84,0.02740362285189272,163361.81288100002,0.012353999999959342,31,163361.800527,0,0,0,115.73457870969722,7,0,3,4602.84,7995.139986,3392.299986,0.7370015003780275,0.18404769347454117,0.67,"n/a",8737,8497,"CROSSED_BILATERAL","MARKET:31"
"RANDOM_INDEPENDENT-005","RANDOM_INDEPENDENT","natural/randomized","VENUE0_CROSSING",6,9,167964.65288100002,7995.139986,0.04760013400953125,159969.512895,0.02830200000005334,29,159969.484593,0,0,0,112.86029209435547,7,0,3,4602.84,7995.139986,3392.299986,0.7370015003780275,0.18404769347454117,1,"EXACT_PASS",8737,8321,"PARTIAL_CROSS","MARKET:29"
"RANDOM_INDEPENDENT-005","RANDOM_INDEPENDENT","natural/randomized","VENUE0_FULL",6,9,167964.65288100002,7995.139986,0.04760013400953125,159969.512895,0.02830200000005334,29,159969.484593,0,0,0,40.39676660808387,3,25.61455001870698,3,4602.84,7995.139986,3392.299986,0.7370015003780275,0.18404769347454117,1,"EXACT_PASS",8737,8321,"PARTIAL_CROSS","EXECUTE_NOW:15 LIMIT:14"
"RANDOM_INDEPENDENT-006","RANDOM_INDEPENDENT","natural/randomized","MARKET_ONLY",4,9,82944.61840200001,0,0,82944.61840200001,0,21,82944.61840200001,0,0,0,18.909152658732147,2,0,2,3399.56,4077.799987,678.2399869999999,0.1995081678217181,0.05258455680465016,0,"n/a",8981,"","MARKET_ONLY","MARKET:21"
"RANDOM_INDEPENDENT-006","RANDOM_INDEPENDENT","natural/randomized","BILATERAL_ONLY",4,9,82944.61840200001,3399.56,0.040985901984908375,79545.05840200001,0.01863900000003582,18,79545.03976300001,0,0,0,16.360271831021446,2,0,2,3399.56,4077.799987,678.2399869999999,0.1995081678217181,0.05258455680465016,0.57,"n/a",8981,8613,"CROSSED_BILATERAL","MARKET:18"
"RANDOM_INDEPENDENT-006","RANDOM_INDEPENDENT","natural/randomized","VENUE0_CROSSING",4,9,82944.61840200001,4077.799987,0.04916292419643797,78866.818415,0.017044000000026927,17,78866.80137100001,0,0,0,16.107995128979276,2,0,2,3399.56,4077.799987,678.2399869999999,0.1995081678217181,0.05258455680465016,1,"EXACT_PASS",8981,8539,"PARTIAL_CROSS","MARKET:17"
"RANDOM_INDEPENDENT-006","RANDOM_INDEPENDENT","natural/randomized","VENUE0_FULL",4,9,82944.61840200001,4077.799987,0.04916292419643797,78866.818415,0.017044000000026927,17,78866.80137100001,0,0,0,2.0391063560583067,0,-9.617280506367637,2,3399.56,4077.799987,678.2399869999999,0.1995081678217181,0.05258455680465016,1,"EXACT_PASS",8981,8539,"PARTIAL_CROSS","EXECUTE_NOW:13 LIMIT:4"
"RANDOM_INDEPENDENT-007","RANDOM_INDEPENDENT","natural/randomized","MARKET_ONLY",5,9,137461.621278,0,0,137461.621278,0,28,137461.621278,0,0,0,147.35262082121034,11,0,4,13682.960000000003,16256.919982,2573.9599819999967,0.18811426635757147,0.21197822684682333,0,"n/a",7317,"","MARKET_ONLY","MARKET:28"
"RANDOM_INDEPENDENT-007","RANDOM_INDEPENDENT","natural/randomized","BILATERAL_ONLY",5,9,137461.621278,13682.960000000003,0.09954021982854269,123778.661278,0.018381000000278647,22,123778.642897,0,0,0,138.72312947676232,11,0,4,13682.960000000003,16256.919982,2573.9599819999967,0.18811426635757147,0.21197822684682333,0.93,"n/a",7317,6589,"CROSSED_BILATERAL","MARKET:22"
"RANDOM_INDEPENDENT-007","RANDOM_INDEPENDENT","natural/randomized","VENUE0_CROSSING",5,9,137461.621278,16256.919982,0.1182651552546604,121204.70129599998,0.028265000000068596,20,121204.67303099997,0,0,0,138.074100641781,11,0,4,13682.960000000003,16256.919982,2573.9599819999967,0.18811426635757147,0.21197822684682333,1,"EXACT_PASS",7317,6452,"PARTIAL_CROSS","MARKET:20"
"RANDOM_INDEPENDENT-007","RANDOM_INDEPENDENT","natural/randomized","VENUE0_FULL",5,9,137461.621278,16256.919982,0.1182651552546604,121204.70129599998,0.028265000000068596,20,121204.67303099997,0,0,0,94.21249755014546,8,61.88392102305364,4,13682.960000000003,16256.919982,2573.9599819999967,0.18811426635757147,0.21197822684682333,1,"EXACT_PASS",7317,6452,"PARTIAL_CROSS","EXECUTE_NOW:13 LIMIT:7"
"RANDOM_INDEPENDENT-008","RANDOM_INDEPENDENT","natural/randomized","MARKET_ONLY",4,9,22505.253227999998,0,0,22505.253227999998,0,23,22505.253227999998,0,0,0,21.715502843686572,10,0,1,3723.7200000000007,3818.839981999999,95.11998199999834,0.025544343291117034,0.18832039964460517,0,"n/a",9166,"","MARKET_ONLY","MARKET:23"
"RANDOM_INDEPENDENT-008","RANDOM_INDEPENDENT","natural/randomized","BILATERAL_ONLY",4,9,22505.253227999998,3723.7200000000007,0.16546003558702996,18781.533228000008,0.03152999999996098,17,18781.501698000004,0,0,0,15.490665565053511,8,0,1,3723.7200000000007,3818.839981999999,95.11998199999834,0.025544343291117034,0.18832039964460517,0.94,"n/a",9166,7649,"CROSSED_BILATERAL","MARKET:17"
"RANDOM_INDEPENDENT-008","RANDOM_INDEPENDENT","natural/randomized","VENUE0_CROSSING",4,9,22505.253227999998,3818.839981999999,0.1696866035370255,18686.413246,0.04222100000005469,15,18686.371025,0,0,0,15.531888656690054,8,0,1,3723.7200000000007,3818.839981999999,95.11998199999834,0.025544343291117034,0.18832039964460517,1,"EXACT_PASS",9166,7610,"PARTIAL_CROSS","MARKET:15"
"RANDOM_INDEPENDENT-008","RANDOM_INDEPENDENT","natural/randomized","VENUE0_FULL",4,9,22505.253227999998,3818.839981999999,0.1696866035370255,18686.413246,0.04222100000005469,15,18686.371025,0,0,0,10.543136090862467,6,7.334309833310114,1,3723.7200000000007,3818.839981999999,95.11998199999834,0.025544343291117034,0.18832039964460517,1,"EXACT_PASS",9166,7610,"PARTIAL_CROSS","EXECUTE_NOW:12 LIMIT:3"
"RANDOM_INDEPENDENT-009","RANDOM_INDEPENDENT","natural/randomized","MARKET_ONLY",2,9,57990.13007200001,0,0,57990.13007200001,0,14,57990.13007200001,0,0,0,68.16479164112758,12,0,2,119.92,119.919996,-0.0000040000000041118255,-3.335557041454157e-8,0.04853728333606625,0,"n/a",6803,"","MARKET_ONLY","MARKET:14"
"RANDOM_INDEPENDENT-009","RANDOM_INDEPENDENT","natural/randomized","BILATERAL_ONLY",2,9,57990.13007200001,119.92,0.002067938110349269,57870.210072000016,0.0037130000000011876,13,57870.20635900002,0,0,0,67.92256302718232,12,0,2,119.92,119.919996,-0.0000040000000041118255,-3.335557041454157e-8,0.04853728333606625,0.58,"n/a",6803,6788,"CROSSED_BILATERAL","MARKET:13"
"RANDOM_INDEPENDENT-009","RANDOM_INDEPENDENT","natural/randomized","VENUE0_CROSSING",2,9,57990.13007200001,119.919996,0.0020679380413720135,57870.21007600001,0.0037140000000022155,13,57870.20636200001,0,0,0,67.92256303346693,12,0,2,119.92,119.919996,-0.0000040000000041118255,-3.335557041454157e-8,0.04853728333606625,1,"EXACT_PASS",6803,6788,"PARTIAL_CROSS","MARKET:13"
"RANDOM_INDEPENDENT-009","RANDOM_INDEPENDENT","natural/randomized","VENUE0_FULL",2,9,57990.13007200001,119.919996,0.0020679380413720135,57870.21007600001,0.0037140000000022155,13,57870.20636200001,0,0,0,43.293833451331366,7,34.97298021661516,2,119.92,119.919996,-0.0000040000000041118255,-3.335557041454157e-8,0.04853728333606625,1,"EXACT_PASS",6803,6788,"PARTIAL_CROSS","EXECUTE_NOW:7 LIMIT:6"
"RANDOM_INDEPENDENT-010","RANDOM_INDEPENDENT","natural/randomized","MARKET_ONLY",11,9,115849.04777399999,0,0,115849.04777399999,0,58,115849.04777399999,0,0,0,148.97021488172606,13,0,2,7793.280000000001,11851.639962999998,4058.359962999997,0.5207512065523113,0.22575226005327217,0,"n/a",6486,"","MARKET_ONLY","MARKET:58"
"RANDOM_INDEPENDENT-010","RANDOM_INDEPENDENT","natural/randomized","BILATERAL_ONLY",11,9,115849.04777399999,7793.280000000001,0.06727098884060959,108055.76777400002,0.07969700000002433,46,108055.68807700001,0,0,0,145.4859091948733,13,0,2,7793.280000000001,11851.639962999998,4058.359962999997,0.5207512065523113,0.22575226005327217,1.46,"n/a",6486,6050,"CROSSED_BILATERAL","MARKET:46"
"RANDOM_INDEPENDENT-010","RANDOM_INDEPENDENT","natural/randomized","VENUE0_CROSSING",11,9,115849.04777399999,11851.639962999998,0.10230243744532411,103997.40781100001,0.10334999999994032,40,103997.304461,0,0,0,143.10194280302022,14,0,2,7793.280000000001,11851.639962999998,4058.359962999997,0.5207512065523113,0.22575226005327217,2,"LP_PASS",6486,5822,"PARTIAL_CROSS","MARKET:40"
"RANDOM_INDEPENDENT-010","RANDOM_INDEPENDENT","natural/randomized","VENUE0_FULL",11,9,115849.04777399999,11851.639962999998,0.10230243744532411,103997.40781100001,0.10334999999994032,40,103997.304461,0,0,0,85.7905845588079,8,63.74356507926497,2,7793.280000000001,11851.639962999998,4058.359962999997,0.5207512065523113,0.22575226005327217,2,"LP_PASS",6486,5822,"PARTIAL_CROSS","EXECUTE_NOW:25 LIMIT:15"
"RANDOM_INDEPENDENT-011","RANDOM_INDEPENDENT","natural/randomized","MARKET_ONLY",3,9,100356.971285,0,0,100356.971285,0,18,100356.971285,0,0,0,88.57161348834202,9,0,4,112.64,112.639996,-0.0000040000000041118255,-3.551136367286777e-8,0.017465710648264507,0,"n/a",9912,"","MARKET_ONLY","MARKET:18"
"RANDOM_INDEPENDENT-011","RANDOM_INDEPENDENT","natural/randomized","BILATERAL_ONLY",3,9,100356.971285,112.64,0.0011223933779360268,100244.33128500001,0.0004199999999983106,17,100244.33086500001,0,0,0,88.4643612322121,9,0,4,112.64,112.639996,-0.0000040000000041118255,-3.551136367286777e-8,0.017465710648264507,0.43,"n/a",9912,9901,"CROSSED_BILATERAL","MARKET:17"
"RANDOM_INDEPENDENT-011","RANDOM_INDEPENDENT","natural/randomized","VENUE0_CROSSING",3,9,100356.971285,112.639996,0.0011223933380783073,100244.33128900002,0.00042099999999933857,17,100244.33086800002,0,0,0,88.46436123419147,9,0,4,112.64,112.639996,-0.0000040000000041118255,-3.551136367286777e-8,0.017465710648264507,1,"EXACT_PASS",9912,9901,"PARTIAL_CROSS","MARKET:17"
"RANDOM_INDEPENDENT-011","RANDOM_INDEPENDENT","natural/randomized","VENUE0_FULL",3,9,100356.971285,112.639996,0.0011223933380783073,100244.33128900002,0.00042099999999933857,17,100244.33086800002,0,0,0,72.7720896713142,7,15.049492052653232,4,112.64,112.639996,-0.0000040000000041118255,-3.551136367286777e-8,0.017465710648264507,1,"EXACT_PASS",9912,9901,"PARTIAL_CROSS","EXECUTE_NOW:14 LIMIT:3"
"RANDOM_INDEPENDENT-012","RANDOM_INDEPENDENT","natural/randomized","MARKET_ONLY",12,9,154659.681686,0,0,154659.681686,0,62,154659.681686,0,0,0,188.33988239295462,12,0,4,43154.04,48838.65995300001,5684.6199530000085,0.1317285693992963,0.3501640508089983,0,"n/a",7599,"","MARKET_ONLY","MARKET:62"
"RANDOM_INDEPENDENT-012","RANDOM_INDEPENDENT","natural/randomized","BILATERAL_ONLY",12,9,154659.681686,43154.04,0.27902579088203544,111505.64168599997,0.1381859999996955,38,111505.50349999996,0,0,0,121.64514752940485,11,0,4,43154.04,48838.65995300001,5684.6199530000085,0.1317285693992963,0.3501640508089983,1.9,"n/a",7599,5479,"CROSSED_BILATERAL","MARKET:38"
"RANDOM_INDEPENDENT-012","RANDOM_INDEPENDENT","natural/randomized","VENUE0_CROSSING",12,9,154659.681686,48838.65995300001,0.31578145914043315,105821.02173300002,0.18114299999955819,31,105820.84059,0,0,0,115.06933513167576,11,0,4,43154.04,48838.65995300001,5684.6199530000085,0.1317285693992963,0.3501640508089983,2,"LP_PASS",7599,5199,"PARTIAL_CROSS","MARKET:31"
"RANDOM_INDEPENDENT-012","RANDOM_INDEPENDENT","natural/randomized","VENUE0_FULL",12,9,154659.681686,48838.65995300001,0.31578145914043315,105821.02173300002,0.18114299999955819,31,105820.84059,0,0,0,77.22412604784517,7,43.44051562728369,4,43154.04,48838.65995300001,5684.6199530000085,0.1317285693992963,0.3501640508089983,2,"LP_PASS",7599,5199,"PARTIAL_CROSS","EXECUTE_NOW:25 LIMIT:6"
"RANDOM_INDEPENDENT-013","RANDOM_INDEPENDENT","natural/randomized","MARKET_ONLY",5,9,113755.772702,0,0,113755.772702,0,32,113755.772702,0,0,0,107.03324567477823,9,0,6,12783.640000000001,20312.159975,7528.519974999997,0.5889183342928929,0.34497189515649124,0,"n/a",8672,"","MARKET_ONLY","MARKET:32"
"RANDOM_INDEPENDENT-013","RANDOM_INDEPENDENT","natural/randomized","BILATERAL_ONLY",5,9,113755.772702,12783.640000000001,0.11237794528009254,100972.13270199999,0.0363759999998976,24,100972.096326,0,0,0,95.06890466044135,9,0,5,12783.640000000001,20312.159975,7528.519974999997,0.5889183342928929,0.34497189515649124,0.96,"n/a",8672,7698,"CROSSED_BILATERAL","MARKET:24"
"RANDOM_INDEPENDENT-013","RANDOM_INDEPENDENT","natural/randomized","VENUE0_CROSSING",5,9,113755.772702,20312.159975,0.1785593776257025,93443.61272700001,0.09362700000008317,18,93443.5191,0,0,0,88.52682588747592,9,0,5,12783.640000000001,20312.159975,7528.519974999997,0.5889183342928929,0.34497189515649124,1,"EXACT_PASS",8672,7124,"PARTIAL_CROSS","MARKET:18"
"RANDOM_INDEPENDENT-013","RANDOM_INDEPENDENT","natural/randomized","VENUE0_FULL",5,9,113755.772702,20312.159975,0.1785593776257025,93443.61272700001,0.09362700000008317,18,93443.5191,0,0,0,63.02915082251672,7,33.024293689639215,5,12783.640000000001,20312.159975,7528.519974999997,0.5889183342928929,0.34497189515649124,1,"EXACT_PASS",8672,7124,"PARTIAL_CROSS","EXECUTE_NOW:13 LIMIT:5"
"RANDOM_INDEPENDENT-014","RANDOM_INDEPENDENT","natural/randomized","MARKET_ONLY",11,9,203977.933994,0,0,203977.933994,0,62,203977.933994,0,0,0,226.2996225969588,11,0,4,45486.4,60694.87996599997,15208.47996599997,0.33435224519856416,0.4928261208732361,0,"n/a",7474,"","MARKET_ONLY","MARKET:62"
"RANDOM_INDEPENDENT-014","RANDOM_INDEPENDENT","natural/randomized","BILATERAL_ONLY",11,9,203977.933994,45486.4,0.22299666983262015,158491.53399400006,0.07320599999901156,46,158491.460788,0,0,0,168.9307382489667,11,0,3,45486.4,60694.87996599997,15208.47996599997,0.33435224519856416,0.4928261208732361,2.69,"n/a",7474,5808,"CROSSED_BILATERAL","MARKET:46"
"RANDOM_INDEPENDENT-014","RANDOM_INDEPENDENT","natural/randomized","VENUE0_CROSSING",11,9,203977.933994,60694.87996599997,0.2975561070629596,143283.05402799998,0.06989799999997715,45,143282.98412999997,0,0,0,156.74729055420414,11,0,2,45486.4,60694.87996599997,15208.47996599997,0.33435224519856416,0.4928261208732361,2,"LP_PASS",7474,5250,"PARTIAL_CROSS","MARKET:45"
"RANDOM_INDEPENDENT-014","RANDOM_INDEPENDENT","natural/randomized","VENUE0_FULL",11,9,203977.933994,60694.87996599997,0.2975561070629596,143283.05402799998,0.06989799999997715,45,143282.98412999997,0,0,0,88.32011566935466,6,59.9604626661495,2,45486.4,60694.87996599997,15208.47996599997,0.33435224519856416,0.4928261208732361,2,"LP_PASS",7474,5250,"PARTIAL_CROSS","LIMIT:21 EXECUTE_NOW:24"
"RANDOM_INDEPENDENT-015","RANDOM_INDEPENDENT","natural/randomized","MARKET_ONLY",5,9,60983.094023000005,0,0,60983.094023000005,0,28,60983.094023000005,0,0,0,79.87017629040425,13,0,2,0,0,0,"",0.05425288937868884,0,"n/a",8539,"","MARKET_ONLY","MARKET:28"
"RANDOM_INDEPENDENT-015","RANDOM_INDEPENDENT","natural/randomized","BILATERAL_ONLY",5,9,60983.094023000005,0,0,60983.094023000005,0,28,60983.094023000005,0,0,0,79.87017629040425,13,0,2,0,0,0,"",0.05425288937868884,0.46,"n/a",8539,8539,"NO_CROSS","MARKET:28"
"RANDOM_INDEPENDENT-015","RANDOM_INDEPENDENT","natural/randomized","VENUE0_CROSSING",5,9,60983.094023000005,0,0,60983.094023000005,0,28,60983.094023000005,0,0,0,79.87017629040425,13,0,2,0,0,0,"",0.05425288937868884,1,"EXACT_PASS",8539,8539,"NO_CROSS","MARKET:28"
"RANDOM_INDEPENDENT-015","RANDOM_INDEPENDENT","natural/randomized","VENUE0_FULL",5,9,60983.094023000005,0,0,60983.094023000005,0,28,60983.094023000005,0,0,0,45.95393837183483,8,28.800606922115115,2,0,0,0,"",0.05425288937868884,1,"EXACT_PASS",8539,8539,"NO_CROSS","EXECUTE_NOW:18 LIMIT:10"
"RANDOM_INDEPENDENT-016","RANDOM_INDEPENDENT","natural/randomized","MARKET_ONLY",12,9,138996.592308,0,0,138996.592308,0,63,138996.592308,0,0,0,155.32233804330565,11,0,4,41161.08000000001,46129.43995000001,4968.359949999998,0.12070528640162011,0.38836069663049655,0,"n/a",8328,"","MARKET_ONLY","MARKET:63"
"RANDOM_INDEPENDENT-016","RANDOM_INDEPENDENT","natural/randomized","BILATERAL_ONLY",12,9,138996.592308,41161.08000000001,0.2961301375561203,97835.51230799999,0.12596099999936428,42,97835.38634699999,0,0,0,120.0715190643532,12,0,3,41161.08000000001,46129.43995000001,4968.359949999998,0.12070528640162011,0.38836069663049655,1.71,"n/a",8328,5862,"CROSSED_BILATERAL","MARKET:42"
"RANDOM_INDEPENDENT-016","RANDOM_INDEPENDENT","natural/randomized","VENUE0_CROSSING",12,9,138996.592308,46129.43995000001,0.3318746106219829,92867.15235800002,0.20127099999935183,29,92866.95108700001,0,0,0,118.39781378967798,13,0,3,41161.08000000001,46129.43995000001,4968.359949999998,0.12070528640162011,0.38836069663049655,3,"LP_PASS",8328,5564,"PARTIAL_CROSS","MARKET:29"
"RANDOM_INDEPENDENT-016","RANDOM_INDEPENDENT","natural/randomized","VENUE0_FULL",12,9,138996.592308,46129.43995000001,0.3318746106219829,92867.15235800002,0.20127099999935183,29,92866.95108700001,0,0,0,68.77921689995019,7,58.31682909271527,3,41161.08000000001,46129.43995000001,4968.359949999998,0.12070528640162011,0.38836069663049655,3,"LP_PASS",8328,5564,"PARTIAL_CROSS","LIMIT:11 EXECUTE_NOW:18"
"RANDOM_INDEPENDENT-017","RANDOM_INDEPENDENT","natural/randomized","MARKET_ONLY",9,9,130569.34049,0,0,130569.34049,0,60,130569.34049,0,0,0,128.18235062777933,10,0,3,37417.48000000001,45176.879948,7759.399947999991,0.20737366460809198,0.34600089292371056,0,"n/a",8749,"","MARKET_ONLY","MARKET:60"
